ProductKey,productitemcode,ProductName,Product_subcategory,Product_category,Product_color,Product_size,ProductLine,ModelName,Product_description,StartDate,EndDate,Product_status
197,SD-9872,"HL Spindle/Axle",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2003-07-01 00:00:00.000",NULL,Current
198,SH-4562,"LL Shell",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2003-07-01 00:00:00.000",NULL,Current
199,SH-9312,"HL Shell",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2003-07-01 00:00:00.000",NULL,Current
200,SK-9283,Spokes,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2003-07-01 00:00:00.000",NULL,Current
201,SL-0931,"Seat Lug",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2003-07-01 00:00:00.000",NULL,Current
202,SM-9087,Stem,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2003-07-01 00:00:00.000",NULL,Current
203,SP-2981,"Seat Post",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2003-07-01 00:00:00.000",NULL,Current
204,SR-2098,Steerer,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2003-07-01 00:00:00.000",NULL,Current
205,SS-2985,"Seat Stays",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2003-07-01 00:00:00.000",NULL,Current
206,ST-9828,"Seat Tube",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2003-07-01 00:00:00.000",NULL,Current
207,TO-2301,"Top Tube",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2003-07-01 00:00:00.000",NULL,Current
208,TP-0923,"Tension Pulley",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2003-07-01 00:00:00.000",NULL,Current
209,RC-0291,"Rear Derailleur Cage",NULL,NULL,Silver,NULL,NULL,NULL,NULL,"2003-07-01 00:00:00.000",NULL,Current
210,FR-R92B-58,"HL Road Frame - Black, 58","Road Frames",Components,Black,58,"R ","HL Road Frame","Our lightest and best quality aluminum frame made from the newest alloy; it is welded and heat-treated for strength. Our innovative design results in maximum comfort and performance.","2003-07-01 00:00:00.000",NULL,Current
211,FR-R92R-58,"HL Road Frame - Red, 58","Road Frames",Components,Red,58,"R ","HL Road Frame","Our lightest and best quality aluminum frame made from the newest alloy; it is welded and heat-treated for strength. Our innovative design results in maximum comfort and performance.","2003-07-01 00:00:00.000",NULL,Current
212,HL-U509-R,"Sport-100 Helmet, Red",Helmets,Accessories,Red,NULL,"S ",Sport-100,"Universal fit, well-vented, lightweight , snap-on visor.","2011-07-01 00:00:00.000","2007-12-28 00:00:00.000",Outdated
213,HL-U509-R,"Sport-100 Helmet, Red",Helmets,Accessories,Red,NULL,"S ",Sport-100,"Universal fit, well-vented, lightweight , snap-on visor.","2012-07-01 00:00:00.000","2008-12-27 00:00:00.000",Outdated
214,HL-U509-R,"Sport-100 Helmet, Red",Helmets,Accessories,Red,NULL,"S ",Sport-100,"Universal fit, well-vented, lightweight , snap-on visor.","2013-07-01 00:00:00.000",NULL,Current
215,HL-U509,"Sport-100 Helmet, Black",Helmets,Accessories,Black,NULL,"S ",Sport-100,"Universal fit, well-vented, lightweight , snap-on visor.","2011-07-01 00:00:00.000","2007-12-28 00:00:00.000",Outdated
216,HL-U509,"Sport-100 Helmet, Black",Helmets,Accessories,Black,NULL,"S ",Sport-100,"Universal fit, well-vented, lightweight , snap-on visor.","2012-07-01 00:00:00.000","2008-12-27 00:00:00.000",Outdated
217,HL-U509,"Sport-100 Helmet, Black",Helmets,Accessories,Black,NULL,"S ",Sport-100,"Universal fit, well-vented, lightweight , snap-on visor.","2013-07-01 00:00:00.000",NULL,Current
218,SO-B909-M,"Mountain Bike Socks, M",Socks,Clothing,White,M,"M ","Mountain Bike Socks","Combination of natural and synthetic fibers stays dry and provides just the right cushioning.","2011-07-01 00:00:00.000","2007-12-28 00:00:00.000",Outdated
219,SO-B909-L,"Mountain Bike Socks, L",Socks,Clothing,White,L,"M ","Mountain Bike Socks","Combination of natural and synthetic fibers stays dry and provides just the right cushioning.","2011-07-01 00:00:00.000","2007-12-28 00:00:00.000",Outdated
220,HL-U509-B,"Sport-100 Helmet, Blue",Helmets,Accessories,Blue,NULL,"S ",Sport-100,"Universal fit, well-vented, lightweight , snap-on visor.","2011-07-01 00:00:00.000","2007-12-28 00:00:00.000",Outdated
221,HL-U509-B,"Sport-100 Helmet, Blue",Helmets,Accessories,Blue,NULL,"S ",Sport-100,"Universal fit, well-vented, lightweight , snap-on visor.","2012-07-01 00:00:00.000","2008-12-27 00:00:00.000",Outdated
222,HL-U509-B,"Sport-100 Helmet, Blue",Helmets,Accessories,Blue,NULL,"S ",Sport-100,"Universal fit, well-vented, lightweight , snap-on visor.","2013-07-01 00:00:00.000",NULL,Current
223,CA-1098,"AWC Logo Cap",Caps,Clothing,Multi,NULL,"S ","Cycling Cap","Traditional style with a flip-up brim; one-size fits all.","2011-07-01 00:00:00.000","2007-12-28 00:00:00.000",Outdated
224,CA-1098,"AWC Logo Cap",Caps,Clothing,Multi,NULL,"S ","Cycling Cap","Traditional style with a flip-up brim; one-size fits all.","2012-07-01 00:00:00.000","2008-12-27 00:00:00.000",Outdated
225,CA-1098,"AWC Logo Cap",Caps,Clothing,Multi,NULL,"S ","Cycling Cap","Traditional style with a flip-up brim; one-size fits all.","2013-07-01 00:00:00.000",NULL,Current
226,LJ-0192-S,"Long-Sleeve Logo Jersey, S",Jerseys,Clothing,Multi,S,"S ","Long-Sleeve Logo Jersey","Unisex long-sleeve AWC logo microfiber cycling jersey","2011-07-01 00:00:00.000","2007-12-28 00:00:00.000",Outdated
227,LJ-0192-S,"Long-Sleeve Logo Jersey, S",Jerseys,Clothing,Multi,S,"S ","Long-Sleeve Logo Jersey","Unisex long-sleeve AWC logo microfiber cycling jersey","2012-07-01 00:00:00.000","2008-12-27 00:00:00.000",Outdated
228,LJ-0192-S,"Long-Sleeve Logo Jersey, S",Jerseys,Clothing,Multi,S,"S ","Long-Sleeve Logo Jersey","Unisex long-sleeve AWC logo microfiber cycling jersey","2013-07-01 00:00:00.000",NULL,Current
229,LJ-0192-M,"Long-Sleeve Logo Jersey, M",Jerseys,Clothing,Multi,M,"S ","Long-Sleeve Logo Jersey","Unisex long-sleeve AWC logo microfiber cycling jersey","2011-07-01 00:00:00.000","2007-12-28 00:00:00.000",Outdated
230,LJ-0192-M,"Long-Sleeve Logo Jersey, M",Jerseys,Clothing,Multi,M,"S ","Long-Sleeve Logo Jersey","Unisex long-sleeve AWC logo microfiber cycling jersey","2012-07-01 00:00:00.000","2008-12-27 00:00:00.000",Outdated
231,LJ-0192-M,"Long-Sleeve Logo Jersey, M",Jerseys,Clothing,Multi,M,"S ","Long-Sleeve Logo Jersey","Unisex long-sleeve AWC logo microfiber cycling jersey","2013-07-01 00:00:00.000",NULL,Current
232,LJ-0192-L,"Long-Sleeve Logo Jersey, L",Jerseys,Clothing,Multi,L,"S ","Long-Sleeve Logo Jersey","Unisex long-sleeve AWC logo microfiber cycling jersey","2011-07-01 00:00:00.000","2007-12-28 00:00:00.000",Outdated
233,LJ-0192-L,"Long-Sleeve Logo Jersey, L",Jerseys,Clothing,Multi,L,"S ","Long-Sleeve Logo Jersey","Unisex long-sleeve AWC logo microfiber cycling jersey","2012-07-01 00:00:00.000","2008-12-27 00:00:00.000",Outdated
234,LJ-0192-L,"Long-Sleeve Logo Jersey, L",Jerseys,Clothing,Multi,L,"S ","Long-Sleeve Logo Jersey","Unisex long-sleeve AWC logo microfiber cycling jersey","2013-07-01 00:00:00.000",NULL,Current
235,LJ-0192-X,"Long-Sleeve Logo Jersey, XL",Jerseys,Clothing,Multi,XL,"S ","Long-Sleeve Logo Jersey","Unisex long-sleeve AWC logo microfiber cycling jersey","2011-07-01 00:00:00.000","2007-12-28 00:00:00.000",Outdated
236,LJ-0192-X,"Long-Sleeve Logo Jersey, XL",Jerseys,Clothing,Multi,XL,"S ","Long-Sleeve Logo Jersey","Unisex long-sleeve AWC logo microfiber cycling jersey","2012-07-01 00:00:00.000","2008-12-27 00:00:00.000",Outdated
237,LJ-0192-X,"Long-Sleeve Logo Jersey, XL",Jerseys,Clothing,Multi,XL,"S ","Long-Sleeve Logo Jersey","Unisex long-sleeve AWC logo microfiber cycling jersey","2013-07-01 00:00:00.000",NULL,Current
238,FR-R92R-62,"HL Road Frame - Red, 62","Road Frames",Components,Red,62,"R ","HL Road Frame","Our lightest and best quality aluminum frame made from the newest alloy; it is welded and heat-treated for strength. Our innovative design results in maximum comfort and performance.","2011-07-01 00:00:00.000","2007-12-28 00:00:00.000",Outdated
239,FR-R92R-62,"HL Road Frame - Red, 62","Road Frames",Components,Red,62,"R ","HL Road Frame","Our lightest and best quality aluminum frame made from the newest alloy; it is welded and heat-treated for strength. Our innovative design results in maximum comfort and performance.","2012-07-01 00:00:00.000","2008-12-27 00:00:00.000",Outdated
240,FR-R92R-62,"HL Road Frame - Red, 62","Road Frames",Components,Red,62,"R ","HL Road Frame","Our lightest and best quality aluminum frame made from the newest alloy; it is welded and heat-treated for strength. Our innovative design results in maximum comfort and performance.","2013-07-01 00:00:00.000",NULL,Current
241,FR-R92R-44,"HL Road Frame - Red, 44","Road Frames",Components,Red,44,"R ","HL Road Frame","Our lightest and best quality aluminum frame made from the newest alloy; it is welded and heat-treated for strength. Our innovative design results in maximum comfort and performance.","2011-07-01 00:00:00.000","2007-12-28 00:00:00.000",Outdated
242,FR-R92R-44,"HL Road Frame - Red, 44","Road Frames",Components,Red,44,"R ","HL Road Frame","Our lightest and best quality aluminum frame made from the newest alloy; it is welded and heat-treated for strength. Our innovative design results in maximum comfort and performance.","2012-07-01 00:00:00.000","2008-12-27 00:00:00.000",Outdated
243,FR-R92R-44,"HL Road Frame - Red, 44","Road Frames",Components,Red,44,"R ","HL Road Frame","Our lightest and best quality aluminum frame made from the newest alloy; it is welded and heat-treated for strength. Our innovative design results in maximum comfort and performance.","2013-07-01 00:00:00.000",NULL,Current
244,FR-R92R-48,"HL Road Frame - Red, 48","Road Frames",Components,Red,48,"R ","HL Road Frame","Our lightest and best quality aluminum frame made from the newest alloy; it is welded and heat-treated for strength. Our innovative design results in maximum comfort and performance.","2011-07-01 00:00:00.000","2007-12-28 00:00:00.000",Outdated
245,FR-R92R-48,"HL Road Frame - Red, 48","Road Frames",Components,Red,48,"R ","HL Road Frame","Our lightest and best quality aluminum frame made from the newest alloy; it is welded and heat-treated for strength. Our innovative design results in maximum comfort and performance.","2012-07-01 00:00:00.000","2008-12-27 00:00:00.000",Outdated
246,FR-R92R-48,"HL Road Frame - Red, 48","Road Frames",Components,Red,48,"R ","HL Road Frame","Our lightest and best quality aluminum frame made from the newest alloy; it is welded and heat-treated for strength. Our innovative design results in maximum comfort and performance.","2013-07-01 00:00:00.000",NULL,Current
247,FR-R92R-52,"HL Road Frame - Red, 52","Road Frames",Components,Red,52,"R ","HL Road Frame","Our lightest and best quality aluminum frame made from the newest alloy; it is welded and heat-treated for strength. Our innovative design results in maximum comfort and performance.","2011-07-01 00:00:00.000","2007-12-28 00:00:00.000",Outdated
248,FR-R92R-52,"HL Road Frame - Red, 52","Road Frames",Components,Red,52,"R ","HL Road Frame","Our lightest and best quality aluminum frame made from the newest alloy; it is welded and heat-treated for strength. Our innovative design results in maximum comfort and performance.","2012-07-01 00:00:00.000","2008-12-27 00:00:00.000",Outdated
249,FR-R92R-52,"HL Road Frame - Red, 52","Road Frames",Components,Red,52,"R ","HL Road Frame","Our lightest and best quality aluminum frame made from the newest alloy; it is welded and heat-treated for strength. Our innovative design results in maximum comfort and performance.","2013-07-01 00:00:00.000",NULL,Current
250,FR-R92R-56,"HL Road Frame - Red, 56","Road Frames",Components,Red,56,"R ","HL Road Frame","Our lightest and best quality aluminum frame made from the newest alloy; it is welded and heat-treated for strength. Our innovative design results in maximum comfort and performance.","2011-07-01 00:00:00.000","2007-12-28 00:00:00.000",Outdated
251,FR-R92R-56,"HL Road Frame - Red, 56","Road Frames",Components,Red,56,"R ","HL Road Frame","Our lightest and best quality aluminum frame made from the newest alloy; it is welded and heat-treated for strength. Our innovative design results in maximum comfort and performance.","2012-07-01 00:00:00.000","2008-12-27 00:00:00.000",Outdated
252,FR-R92R-56,"HL Road Frame - Red, 56","Road Frames",Components,Red,56,"R ","HL Road Frame","Our lightest and best quality aluminum frame made from the newest alloy; it is welded and heat-treated for strength. Our innovative design results in maximum comfort and performance.","2013-07-01 00:00:00.000",NULL,Current
253,FR-R38B-58,"LL Road Frame - Black, 58","Road Frames",Components,Black,58,"R ","LL Road Frame","The LL Frame provides a safe comfortable ride, while offering superior bump absorption in a value-priced aluminum frame.","2011-07-01 00:00:00.000","2007-12-28 00:00:00.000",Outdated
254,FR-R38B-58,"LL Road Frame - Black, 58","Road Frames",Components,Black,58,"R ","LL Road Frame","The LL Frame provides a safe comfortable ride, while offering superior bump absorption in a value-priced aluminum frame.","2012-07-01 00:00:00.000","2008-12-27 00:00:00.000",Outdated
255,FR-R38B-58,"LL Road Frame - Black, 58","Road Frames",Components,Black,58,"R ","LL Road Frame","The LL Frame provides a safe comfortable ride, while offering superior bump absorption in a value-priced aluminum frame.","2013-07-01 00:00:00.000",NULL,Current
256,FR-R38B-60,"LL Road Frame - Black, 60","Road Frames",Components,Black,60,"R ","LL Road Frame","The LL Frame provides a safe comfortable ride, while offering superior bump absorption in a value-priced aluminum frame.","2011-07-01 00:00:00.000","2007-12-28 00:00:00.000",Outdated
257,FR-R38B-60,"LL Road Frame - Black, 60","Road Frames",Components,Black,60,"R ","LL Road Frame","The LL Frame provides a safe comfortable ride, while offering superior bump absorption in a value-priced aluminum frame.","2012-07-01 00:00:00.000","2008-12-27 00:00:00.000",Outdated
258,FR-R38B-60,"LL Road Frame - Black, 60","Road Frames",Components,Black,60,"R ","LL Road Frame","The LL Frame provides a safe comfortable ride, while offering superior bump absorption in a value-priced aluminum frame.","2013-07-01 00:00:00.000",NULL,Current
259,FR-R38B-62,"LL Road Frame - Black, 62","Road Frames",Components,Black,62,"R ","LL Road Frame","The LL Frame provides a safe comfortable ride, while offering superior bump absorption in a value-priced aluminum frame.","2011-07-01 00:00:00.000","2007-12-28 00:00:00.000",Outdated
260,FR-R38B-62,"LL Road Frame - Black, 62","Road Frames",Components,Black,62,"R ","LL Road Frame","The LL Frame provides a safe comfortable ride, while offering superior bump absorption in a value-priced aluminum frame.","2012-07-01 00:00:00.000","2008-12-27 00:00:00.000",Outdated
261,FR-R38B-62,"LL Road Frame - Black, 62","Road Frames",Components,Black,62,"R ","LL Road Frame","The LL Frame provides a safe comfortable ride, while offering superior bump absorption in a value-priced aluminum frame.","2013-07-01 00:00:00.000",NULL,Current
262,FR-R38R-44,"LL Road Frame - Red, 44","Road Frames",Components,Red,44,"R ","LL Road Frame","The LL Frame provides a safe comfortable ride, while offering superior bump absorption in a value-priced aluminum frame.","2011-07-01 00:00:00.000","2007-12-28 00:00:00.000",Outdated
263,FR-R38R-44,"LL Road Frame - Red, 44","Road Frames",Components,Red,44,"R ","LL Road Frame","The LL Frame provides a safe comfortable ride, while offering superior bump absorption in a value-priced aluminum frame.","2012-07-01 00:00:00.000","2008-12-27 00:00:00.000",Outdated
264,FR-R38R-48,"LL Road Frame - Red, 48","Road Frames",Components,Red,48,"R ","LL Road Frame","The LL Frame provides a safe comfortable ride, while offering superior bump absorption in a value-priced aluminum frame.","2011-07-01 00:00:00.000","2007-12-28 00:00:00.000",Outdated
265,FR-R38R-48,"LL Road Frame - Red, 48","Road Frames",Components,Red,48,"R ","LL Road Frame","The LL Frame provides a safe comfortable ride, while offering superior bump absorption in a value-priced aluminum frame.","2012-07-01 00:00:00.000","2008-12-27 00:00:00.000",Outdated
266,FR-R38R-52,"LL Road Frame - Red, 52","Road Frames",Components,Red,52,"R ","LL Road Frame","The LL Frame provides a safe comfortable ride, while offering superior bump absorption in a value-priced aluminum frame.","2011-07-01 00:00:00.000","2007-12-28 00:00:00.000",Outdated
267,FR-R38R-52,"LL Road Frame - Red, 52","Road Frames",Components,Red,52,"R ","LL Road Frame","The LL Frame provides a safe comfortable ride, while offering superior bump absorption in a value-priced aluminum frame.","2012-07-01 00:00:00.000","2008-12-27 00:00:00.000",Outdated
268,FR-R38R-58,"LL Road Frame - Red, 58","Road Frames",Components,Red,58,"R ","LL Road Frame","The LL Frame provides a safe comfortable ride, while offering superior bump absorption in a value-priced aluminum frame.","2011-07-01 00:00:00.000","2007-12-28 00:00:00.000",Outdated
269,FR-R38R-58,"LL Road Frame - Red, 58","Road Frames",Components,Red,58,"R ","LL Road Frame","The LL Frame provides a safe comfortable ride, while offering superior bump absorption in a value-priced aluminum frame.","2012-07-01 00:00:00.000","2008-12-27 00:00:00.000",Outdated
270,FR-R38R-60,"LL Road Frame - Red, 60","Road Frames",Components,Red,60,"R ","LL Road Frame","The LL Frame provides a safe comfortable ride, while offering superior bump absorption in a value-priced aluminum frame.","2011-07-01 00:00:00.000","2007-12-28 00:00:00.000",Outdated
271,FR-R38R-60,"LL Road Frame - Red, 60","Road Frames",Components,Red,60,"R ","LL Road Frame","The LL Frame provides a safe comfortable ride, while offering superior bump absorption in a value-priced aluminum frame.","2012-07-01 00:00:00.000","2008-12-27 00:00:00.000",Outdated
272,FR-R38R-62,"LL Road Frame - Red, 62","Road Frames",Components,Red,62,"R ","LL Road Frame","The LL Frame provides a safe comfortable ride, while offering superior bump absorption in a value-priced aluminum frame.","2011-07-01 00:00:00.000","2007-12-28 00:00:00.000",Outdated
273,FR-R38R-62,"LL Road Frame - Red, 62","Road Frames",Components,Red,62,"R ","LL Road Frame","The LL Frame provides a safe comfortable ride, while offering superior bump absorption in a value-priced aluminum frame.","2012-07-01 00:00:00.000","2008-12-27 00:00:00.000",Outdated
274,FR-R72R-44,"ML Road Frame - Red, 44","Road Frames",Components,Red,44,"R ","ML Road Frame","Made from the same aluminum alloy as our top-of-the line HL frame, the ML features a lightweight down-tube milled to the perfect diameter for optimal strength. Men's version.","2011-07-01 00:00:00.000","2007-12-28 00:00:00.000",Outdated
275,FR-R72R-48,"ML Road Frame - Red, 48","Road Frames",Components,Red,48,"R ","ML Road Frame","Made from the same aluminum alloy as our top-of-the line HL frame, the ML features a lightweight down-tube milled to the perfect diameter for optimal strength. Men's version.","2011-07-01 00:00:00.000","2007-12-28 00:00:00.000",Outdated
276,FR-R72R-52,"ML Road Frame - Red, 52","Road Frames",Components,Red,52,"R ","ML Road Frame","Made from the same aluminum alloy as our top-of-the line HL frame, the ML features a lightweight down-tube milled to the perfect diameter for optimal strength. Men's version.","2011-07-01 00:00:00.000","2007-12-28 00:00:00.000",Outdated
277,FR-R72R-58,"ML Road Frame - Red, 58","Road Frames",Components,Red,58,"R ","ML Road Frame","Made from the same aluminum alloy as our top-of-the line HL frame, the ML features a lightweight down-tube milled to the perfect diameter for optimal strength. Men's version.","2011-07-01 00:00:00.000","2007-12-28 00:00:00.000",Outdated
278,FR-R72R-60,"ML Road Frame - Red, 60","Road Frames",Components,Red,60,"R ","ML Road Frame","Made from the same aluminum alloy as our top-of-the line HL frame, the ML features a lightweight down-tube milled to the perfect diameter for optimal strength. Men's version.","2011-07-01 00:00:00.000","2007-12-28 00:00:00.000",Outdated
279,FR-R38B-44,"LL Road Frame - Black, 44","Road Frames",Components,Black,44,"R ","LL Road Frame","The LL Frame provides a safe comfortable ride, while offering superior bump absorption in a value-priced aluminum frame.","2011-07-01 00:00:00.000","2007-12-28 00:00:00.000",Outdated
280,FR-R38B-44,"LL Road Frame - Black, 44","Road Frames",Components,Black,44,"R ","LL Road Frame","The LL Frame provides a safe comfortable ride, while offering superior bump absorption in a value-priced aluminum frame.","2012-07-01 00:00:00.000","2008-12-27 00:00:00.000",Outdated
281,FR-R38B-44,"LL Road Frame - Black, 44","Road Frames",Components,Black,44,"R ","LL Road Frame","The LL Frame provides a safe comfortable ride, while offering superior bump absorption in a value-priced aluminum frame.","2013-07-01 00:00:00.000",NULL,Current
282,FR-R38B-48,"LL Road Frame - Black, 48","Road Frames",Components,Black,48,"R ","LL Road Frame","The LL Frame provides a safe comfortable ride, while offering superior bump absorption in a value-priced aluminum frame.","2011-07-01 00:00:00.000","2007-12-28 00:00:00.000",Outdated
283,FR-R38B-48,"LL Road Frame - Black, 48","Road Frames",Components,Black,48,"R ","LL Road Frame","The LL Frame provides a safe comfortable ride, while offering superior bump absorption in a value-priced aluminum frame.","2012-07-01 00:00:00.000","2008-12-27 00:00:00.000",Outdated
284,FR-R38B-48,"LL Road Frame - Black, 48","Road Frames",Components,Black,48,"R ","LL Road Frame","The LL Frame provides a safe comfortable ride, while offering superior bump absorption in a value-priced aluminum frame.","2013-07-01 00:00:00.000",NULL,Current
285,FR-R38B-52,"LL Road Frame - Black, 52","Road Frames",Components,Black,52,"R ","LL Road Frame","The LL Frame provides a safe comfortable ride, while offering superior bump absorption in a value-priced aluminum frame.","2011-07-01 00:00:00.000","2007-12-28 00:00:00.000",Outdated
286,FR-R38B-52,"LL Road Frame - Black, 52","Road Frames",Components,Black,52,"R ","LL Road Frame","The LL Frame provides a safe comfortable ride, while offering superior bump absorption in a value-priced aluminum frame.","2012-07-01 00:00:00.000","2008-12-27 00:00:00.000",Outdated
287,FR-R38B-52,"LL Road Frame - Black, 52","Road Frames",Components,Black,52,"R ","LL Road Frame","The LL Frame provides a safe comfortable ride, while offering superior bump absorption in a value-priced aluminum frame.","2013-07-01 00:00:00.000",NULL,Current
288,FR-M94S-42,"HL Mountain Frame - Silver, 42","Mountain Frames",Components,Silver,42,"M ","HL Mountain Frame","Each frame is hand-crafted in our Bothell facility to the optimum diameter and wall-thickness required of a premium mountain frame. The heat-treated welded aluminum frame has a larger diameter tube that absorbs the bumps.","2011-07-01 00:00:00.000","2007-12-28 00:00:00.000",Outdated
289,FR-M94S-42,"HL Mountain Frame - Silver, 42","Mountain Frames",Components,Silver,42,"M ","HL Mountain Frame","Each frame is hand-crafted in our Bothell facility to the optimum diameter and wall-thickness required of a premium mountain frame. The heat-treated welded aluminum frame has a larger diameter tube that absorbs the bumps.","2012-07-01 00:00:00.000","2008-12-27 00:00:00.000",Outdated
290,FR-M94S-42,"HL Mountain Frame - Silver, 42","Mountain Frames",Components,Silver,42,"M ","HL Mountain Frame","Each frame is hand-crafted in our Bothell facility to the optimum diameter and wall-thickness required of a premium mountain frame. The heat-treated welded aluminum frame has a larger diameter tube that absorbs the bumps.","2013-07-01 00:00:00.000",NULL,Current
291,FR-M94S-44,"HL Mountain Frame - Silver, 44","Mountain Frames",Components,Silver,44,"M ","HL Mountain Frame","Each frame is hand-crafted in our Bothell facility to the optimum diameter and wall-thickness required of a premium mountain frame. The heat-treated welded aluminum frame has a larger diameter tube that absorbs the bumps.","2011-07-01 00:00:00.000","2007-12-28 00:00:00.000",Outdated
292,FR-M94S-52,"HL Mountain Frame - Silver, 48","Mountain Frames",Components,Silver,48,"M ","HL Mountain Frame","Each frame is hand-crafted in our Bothell facility to the optimum diameter and wall-thickness required of a premium mountain frame. The heat-treated welded aluminum frame has a larger diameter tube that absorbs the bumps.","2011-07-01 00:00:00.000","2007-12-28 00:00:00.000",Outdated
293,FR-M94S-46,"HL Mountain Frame - Silver, 46","Mountain Frames",Components,Silver,46,"M ","HL Mountain Frame","Each frame is hand-crafted in our Bothell facility to the optimum diameter and wall-thickness required of a premium mountain frame. The heat-treated welded aluminum frame has a larger diameter tube that absorbs the bumps.","2011-07-01 00:00:00.000","2007-12-28 00:00:00.000",Outdated
294,FR-M94S-46,"HL Mountain Frame - Silver, 46","Mountain Frames",Components,Silver,46,"M ","HL Mountain Frame","Each frame is hand-crafted in our Bothell facility to the optimum diameter and wall-thickness required of a premium mountain frame. The heat-treated welded aluminum frame has a larger diameter tube that absorbs the bumps.","2012-07-01 00:00:00.000","2008-12-27 00:00:00.000",Outdated
295,FR-M94S-46,"HL Mountain Frame - Silver, 46","Mountain Frames",Components,Silver,46,"M ","HL Mountain Frame","Each frame is hand-crafted in our Bothell facility to the optimum diameter and wall-thickness required of a premium mountain frame. The heat-treated welded aluminum frame has a larger diameter tube that absorbs the bumps.","2013-07-01 00:00:00.000",NULL,Current
296,FR-M94B-42,"HL Mountain Frame - Black, 42","Mountain Frames",Components,Black,42,"M ","HL Mountain Frame","Each frame is hand-crafted in our Bothell facility to the optimum diameter and wall-thickness required of a premium mountain frame. The heat-treated welded aluminum frame has a larger diameter tube that absorbs the bumps.","2011-07-01 00:00:00.000","2007-12-28 00:00:00.000",Outdated
297,FR-M94B-42,"HL Mountain Frame - Black, 42","Mountain Frames",Components,Black,42,"M ","HL Mountain Frame","Each frame is hand-crafted in our Bothell facility to the optimum diameter and wall-thickness required of a premium mountain frame. The heat-treated welded aluminum frame has a larger diameter tube that absorbs the bumps.","2012-07-01 00:00:00.000","2008-12-27 00:00:00.000",Outdated
298,FR-M94B-42,"HL Mountain Frame - Black, 42","Mountain Frames",Components,Black,42,"M ","HL Mountain Frame","Each frame is hand-crafted in our Bothell facility to the optimum diameter and wall-thickness required of a premium mountain frame. The heat-treated welded aluminum frame has a larger diameter tube that absorbs the bumps.","2013-07-01 00:00:00.000",NULL,Current
299,FR-M94B-44,"HL Mountain Frame - Black, 44","Mountain Frames",Components,Black,44,"M ","HL Mountain Frame","Each frame is hand-crafted in our Bothell facility to the optimum diameter and wall-thickness required of a premium mountain frame. The heat-treated welded aluminum frame has a larger diameter tube that absorbs the bumps.","2011-07-01 00:00:00.000","2007-12-28 00:00:00.000",Outdated
300,FR-M94B-48,"HL Mountain Frame - Black, 48","Mountain Frames",Components,Black,48,"M ","HL Mountain Frame","Each frame is hand-crafted in our Bothell facility to the optimum diameter and wall-thickness required of a premium mountain frame. The heat-treated welded aluminum frame has a larger diameter tube that absorbs the bumps.","2011-07-01 00:00:00.000","2007-12-28 00:00:00.000",Outdated
301,FR-M94B-46,"HL Mountain Frame - Black, 46","Mountain Frames",Components,Black,46,"M ","HL Mountain Frame","Each frame is hand-crafted in our Bothell facility to the optimum diameter and wall-thickness required of a premium mountain frame. The heat-treated welded aluminum frame has a larger diameter tube that absorbs the bumps.","2011-07-01 00:00:00.000","2007-12-28 00:00:00.000",Outdated
302,FR-M94B-46,"HL Mountain Frame - Black, 46","Mountain Frames",Components,Black,46,"M ","HL Mountain Frame","Each frame is hand-crafted in our Bothell facility to the optimum diameter and wall-thickness required of a premium mountain frame. The heat-treated welded aluminum frame has a larger diameter tube that absorbs the bumps.","2012-07-01 00:00:00.000","2008-12-27 00:00:00.000",Outdated
303,FR-M94B-46,"HL Mountain Frame - Black, 46","Mountain Frames",Components,Black,46,"M ","HL Mountain Frame","Each frame is hand-crafted in our Bothell facility to the optimum diameter and wall-thickness required of a premium mountain frame. The heat-treated welded aluminum frame has a larger diameter tube that absorbs the bumps.","2013-07-01 00:00:00.000",NULL,Current
304,FR-M94B-38,"HL Mountain Frame - Black, 38","Mountain Frames",Components,Black,38,"M ","HL Mountain Frame","Each frame is hand-crafted in our Bothell facility to the optimum diameter and wall-thickness required of a premium mountain frame. The heat-treated welded aluminum frame has a larger diameter tube that absorbs the bumps.","2011-07-01 00:00:00.000","2007-12-28 00:00:00.000",Outdated
305,FR-M94B-38,"HL Mountain Frame - Black, 38","Mountain Frames",Components,Black,38,"M ","HL Mountain Frame","Each frame is hand-crafted in our Bothell facility to the optimum diameter and wall-thickness required of a premium mountain frame. The heat-treated welded aluminum frame has a larger diameter tube that absorbs the bumps.","2012-07-01 00:00:00.000","2008-12-27 00:00:00.000",Outdated
